batsmen,bowler,balls,delivery,0s,1s,2s,3s,4s,5s,6s
Dinesh Karthik,SM Pollock,8,4,2,1,1,1,1,1,1
Dinesh Karthik,SM Pollock,8,5,2,1,2,1,1,1,1
Dinesh Karthik,SM Pollock,8,6,2,2,2,1,1,1,1
Dinesh Karthik,SMSM Senanayake,3,1,2,1,2,1,1,1,1
Dinesh Karthik,SMSM Senanayake,3,5,1,1,2,1,1,1,1
Dinesh Karthik,SMSM Senanayake,3,6,1,1,2,1,1,1,1
Dinesh Karthik,ST Jayasuriya,11,1,1,1,2,1,1,1,1
Dinesh Karthik,ST Jayasuriya,11,2,1,1,1,1,1,1,1
Dinesh Karthik,ST Jayasuriya,11,3,1,1,1,1,1,1,1
Dinesh Karthik,ST Jayasuriya,11,4,1,3,1,1,1,1,1
Dinesh Karthik,ST Jayasuriya,11,6,1,1,1,1,1,1,1
Dinesh Karthik,SW Tait,27,1,1,1,1,1,1,1,1
Dinesh Karthik,SW Tait,27,2,3,1,1,1,1,1,1
Dinesh Karthik,SW Tait,27,3,3,3,1,1,1,1,1
Dinesh Karthik,SW Tait,27,4,2,1,1,1,1,1,1
Dinesh Karthik,SW Tait,27,5,2,1,1,1,1,1,1
Dinesh Karthik,SW Tait,27,6,1,1,1,1,2,1,1
Dinesh Karthik,SW Tait,27,7,2,1,1,1,1,1,1
Dinesh Karthik,Sandeep Sharma,18,1,1,1,1,1,1,1,1
Dinesh Karthik,Sandeep Sharma,18,2,1,3,1,1,1,1,1
Dinesh Karthik,Sandeep Sharma,18,3,1,2,1,1,1,1,1
Dinesh Karthik,Sandeep Sharma,18,4,1,1,1,1,1,1,1
Dinesh Karthik,Sandeep Sharma,18,5,1,1,1,1,1,1,1
Dinesh Karthik,Sandeep Sharma,18,6,2,1,1,1,1,1,1
Dinesh Karthik,Sandeep Sharma,18,7,2,1,1,1,1,1,1
Dinesh Karthik,Shahbaz Nadeem,23,1,2,1,1,1,1,1,1
Dinesh Karthik,Shahbaz Nadeem,23,2,2,2,1,1,1,1,1
Dinesh Karthik,Shahbaz Nadeem,23,3,2,2,1,1,1,1,2
Dinesh Karthik,Shahbaz Nadeem,23,4,1,4,1,1,1,1,2
Dinesh Karthik,Shahbaz Nadeem,23,5,1,1,1,1,1,1,2
Dinesh Karthik,Shahbaz Nadeem,23,6,2,1,1,1,1,1,2
Dinesh Karthik,Shakib Al Hasan,25,1,1,4,1,1,1,1,2
Dinesh Karthik,Shakib Al Hasan,25,2,1,1,1,1,2,1,2
Dinesh Karthik,Shakib Al Hasan,25,3,1,3,1,1,2,1,2
Dinesh Karthik,Shakib Al Hasan,25,4,1,3,1,1,2,1,2
Dinesh Karthik,Shakib Al Hasan,25,5,1,1,1,1,2,1,2
Dinesh Karthik,Shakib Al Hasan,25,6,2,3,1,1,2,1,2
Dinesh Karthik,Shakib Al Hasan,25,7,2,2,1,1,2,1,2
Dinesh Karthik,Shane Watson,33,1,2,1,1,1,1,1,2
Dinesh Karthik,Shane Watson,33,2,3,3,1,1,1,1,2
Dinesh Karthik,Shane Watson,33,3,2,2,1,1,2,1,2
Dinesh Karthik,Shane Watson,33,4,3,1,1,1,2,1,2
Dinesh Karthik,Shane Watson,33,5,3,4,1,1,1,1,2
Dinesh Karthik,Shane Watson,33,6,1,3,1,1,1,1,2
Dinesh Karthik,Shardul Thakur,11,1,1,1,1,1,1,1,2
Dinesh Karthik,Shardul Thakur,11,2,1,1,1,1,1,1,2
Dinesh Karthik,Shardul Thakur,11,3,2,1,1,1,1,1,2
Dinesh Karthik,Shardul Thakur,11,4,2,2,1,1,1,1,2
Dinesh Karthik,Shardul Thakur,11,6,2,2,1,1,1,1,2
Dinesh Karthik,Shivam Sharma,12,1,1,2,1,1,1,1,2
Dinesh Karthik,Shivam Sharma,12,2,1,3,1,1,1,1,2
Dinesh Karthik,Shivam Sharma,12,3,1,3,1,1,1,1,2
Dinesh Karthik,Shivam Sharma,12,4,1,2,1,1,1,1,1
Dinesh Karthik,Shivam Sharma,12,5,1,1,1,1,1,1,1
Dinesh Karthik,Shivam Sharma,12,6,1,1,1,1,1,1,1
Dinesh Karthik,Shoaib Ahmed,6,1,2,1,1,1,1,1,1
Dinesh Karthik,Shoaib Ahmed,6,2,2,1,1,1,1,1,1
Dinesh Karthik,Shoaib Ahmed,6,3,2,1,1,1,1,1,1
Dinesh Karthik,Shoaib Ahmed,6,5,2,1,1,1,1,1,1
Dinesh Karthik,Shoaib Ahmed,6,6,2,1,1,1,1,1,1
Dinesh Karthik,Shreyas Gopal,24,1,2,2,1,1,1,1,1
Dinesh Karthik,Shreyas Gopal,24,2,2,1,1,1,1,1,1
Dinesh Karthik,Shreyas Gopal,24,3,4,1,1,1,1,1,1
Dinesh Karthik,Shreyas Gopal,24,4,1,3,1,1,1,1,1
Dinesh Karthik,Shreyas Gopal,24,5,2,3,1,1,1,1,1
Dinesh Karthik,Shreyas Gopal,24,6,1,2,1,1,1,1,1
Dinesh Karthik,Siddarth Kaul,12,1,1,1,1,1,1,1,1
Dinesh Karthik,Siddarth Kaul,12,2,1,1,1,1,1,1,1
Dinesh Karthik,Siddarth Kaul,12,3,2,1,1,1,1,1,1
Dinesh Karthik,Siddarth Kaul,12,4,2,2,1,1,1,1,1
Dinesh Karthik,Siddarth Kaul,12,5,2,1,1,1,1,1,1
Dinesh Karthik,Siddarth Kaul,12,6,1,2,1,1,1,1,1
Dinesh Karthik,Stuart Binny,18,1,1,2,1,1,1,1,1
Dinesh Karthik,Stuart Binny,18,2,1,3,1,1,1,1,1
Dinesh Karthik,Stuart Binny,18,3,1,3,1,1,1,1,1
Dinesh Karthik,Stuart Binny,18,4,1,3,1,1,1,1,1
Dinesh Karthik,Stuart Binny,18,5,1,1,1,1,1,1,1
Dinesh Karthik,Stuart Binny,18,6,1,1,1,1,1,1,1
Dinesh Karthik,Sunil Narine,31,1,2,2,1,1,1,1,1
Dinesh Karthik,Sunil Narine,31,2,3,3,1,1,1,1,1
Dinesh Karthik,Sunil Narine,31,3,1,4,1,1,1,1,1
Dinesh Karthik,Sunil Narine,31,4,1,1,1,1,1,1,1
Dinesh Karthik,Sunil Narine,31,5,2,1,1,1,1,1,1
Dinesh Karthik,Sunil Narine,31,6,2,2,1,1,1,1,1
Dinesh Karthik,Suresh Raina,16,1,2,2,1,1,1,1,1
Dinesh Karthik,Suresh Raina,16,2,2,1,1,1,1,1,1
Dinesh Karthik,Suresh Raina,16,3,2,1,1,1,1,1,1
Dinesh Karthik,Suresh Raina,16,4,1,1,1,1,1,1,1
Dinesh Karthik,Suresh Raina,16,5,1,1,1,1,2,1,1
Dinesh Karthik,Suresh Raina,16,6,3,1,1,1,1,1,1
Dinesh Karthik,Suresh Raina,16,7,3,1,1,1,1,1,1
Dinesh Karthik,T Natarajan,11,1,3,1,1,1,1,1,1
Dinesh Karthik,T Natarajan,11,3,3,1,1,1,1,1,1
Dinesh Karthik,T Natarajan,11,4,3,1,1,1,1,1,1
Dinesh Karthik,T Natarajan,11,5,1,1,1,1,1,1,1
Dinesh Karthik,T Natarajan,11,6,1,2,1,1,1,1,1
Dinesh Karthik,T Shamsi,11,1,1,1,1,1,1,1,1
Dinesh Karthik,T Shamsi,11,2,1,1,1,1,1,1,1
Dinesh Karthik,T Shamsi,11,3,1,1,1,1,1,1,1
Dinesh Karthik,T Shamsi,11,4,1,1,1,1,1,1,1
Dinesh Karthik,T Shamsi,11,5,1,1,1,1,1,1,1
Dinesh Karthik,T Shamsi,11,6,1,1,1,1,1,1,1
Dinesh Karthik,TL Suman,7,2,1,1,1,1,1,1,1
Dinesh Karthik,TL Suman,7,3,1,1,1,1,1,1,1
Dinesh Karthik,TL Suman,7,4,1,1,1,1,1,1,1
Dinesh Karthik,TL Suman,7,5,1,1,1,1,1,1,1
Dinesh Karthik,TL Suman,7,6,1,1,1,1,1,1,1
Dinesh Karthik,Tim Southee,12,1,1,1,1,1,1,1,1
Dinesh Karthik,Tim Southee,12,2,2,1,1,1,1,1,1
Dinesh Karthik,Tim Southee,12,3,1,1,1,1,1,1,1
Dinesh Karthik,Tim Southee,12,4,1,1,1,1,1,1,1
Dinesh Karthik,Tim Southee,12,5,1,2,1,1,1,1,1
Dinesh Karthik,Tim Southee,12,7,1,1,1,1,1,1,1
Dinesh Karthik,Trent Boult,12,1,1,1,1,1,1,1,1
Dinesh Karthik,Trent Boult,12,2,1,1,1,1,1,1,1
Dinesh Karthik,Trent Boult,12,3,1,1,1,1,1,1,1
Dinesh Karthik,Trent Boult,12,4,1,1,1,1,2,1,1
Dinesh Karthik,Trent Boult,12,5,2,1,1,1,2,1,1
Dinesh Karthik,Trent Boult,12,6,1,1,1,1,2,1,1
Dinesh Karthik,Trent Boult,12,7,1,1,1,1,1,1,1
Dinesh Karthik,Umesh Yadav,34,1,2,2,1,1,1,1,1
Dinesh Karthik,Umesh Yadav,34,2,1,2,1,1,4,1,1
Dinesh Karthik,Umesh Yadav,34,3,3,3,1,1,4,1,1
Dinesh Karthik,Umesh Yadav,34,4,1,1,1,1,2,1,1
Dinesh Karthik,Umesh Yadav,34,5,1,2,2,1,1,1,1
Dinesh Karthik,Umesh Yadav,34,6,1,1,1,1,2,1,1
Dinesh Karthik,Umesh Yadav,34,7,1,1,1,1,2,1,1
Dinesh Karthik,V Pratap Singh,3,2,1,1,1,1,2,1,1
Dinesh Karthik,V Pratap Singh,3,6,2,1,1,1,2,1,1
Dinesh Karthik,VR Aaron,15,1,2,1,1,1,2,1,1
Dinesh Karthik,VR Aaron,15,2,2,1,1,1,2,1,1
Dinesh Karthik,VR Aaron,15,3,1,1,1,1,2,1,1
Dinesh Karthik,VR Aaron,15,4,1,3,1,1,2,1,1
Dinesh Karthik,VR Aaron,15,6,1,3,1,1,2,1,1
Dinesh Karthik,VR Aaron,15,7,1,3,1,1,1,1,1
Dinesh Karthik,VR Aaron,15,8,1,3,1,1,1,1,1
Dinesh Karthik,VRV Singh,7,1,1,3,1,1,1,1,1
Dinesh Karthik,VRV Singh,7,2,1,1,1,1,1,1,1
Dinesh Karthik,VRV Singh,7,3,1,1,1,1,1,1,1
Dinesh Karthik,VRV Singh,7,4,1,2,1,1,1,1,1
Dinesh Karthik,VRV Singh,7,6,1,2,1,1,1,1,1
Dinesh Karthik,Vijay Shankar,5,1,1,2,1,1,1,1,1
Dinesh Karthik,Vijay Shankar,5,2,1,1,1,1,1,1,1
Dinesh Karthik,Vijay Shankar,5,4,1,1,1,1,1,1,1
Dinesh Karthik,Vijay Shankar,5,5,1,2,1,1,1,1,1
Dinesh Karthik,Virat Kohli,3,2,1,1,1,1,1,1,1
Dinesh Karthik,Virat Kohli,3,3,1,1,1,1,1,1,1
Dinesh Karthik,Virat Kohli,3,4,1,1,1,1,1,1,1
Dinesh Karthik,WA Mota,2,2,1,1,1,1,1,1,1
Dinesh Karthik,WA Mota,2,3,1,1,1,1,1,1,1
Dinesh Karthik,WD Parnell,13,1,1,2,1,1,1,1,1
Dinesh Karthik,WD Parnell,13,2,1,1,1,1,1,1,1
Dinesh Karthik,WD Parnell,13,3,1,1,1,1,1,1,1
Dinesh Karthik,WD Parnell,13,4,1,4,1,1,1,1,1
Dinesh Karthik,WD Parnell,13,6,1,2,1,1,1,1,1
Dinesh Karthik,WPUJC Vaas,6,2,1,2,1,1,1,1,1
Dinesh Karthik,WPUJC Vaas,6,3,1,2,1,1,1,1,1
Dinesh Karthik,WPUJC Vaas,6,4,1,2,1,1,1,1,1
Dinesh Karthik,WPUJC Vaas,6,5,1,2,1,1,1,1,1
Dinesh Karthik,WPUJC Vaas,6,6,1,2,1,1,1,1,1
Dinesh Karthik,WPUJC Vaas,6,7,1,2,1,1,1,1,1
Dinesh Karthik,Washington Sundar,5,1,1,2,1,1,1,1,1
Dinesh Karthik,Washington Sundar,5,5,1,1,1,1,1,1,1
Dinesh Karthik,Washington Sundar,5,6,1,1,1,1,1,1,1
Dinesh Karthik,Y Venugopal Rao,6,1,1,1,1,1,1,1,1
Dinesh Karthik,Y Venugopal Rao,6,2,1,1,1,1,1,1,1
Dinesh Karthik,Y Venugopal Rao,6,3,1,1,1,1,1,1,1
Dinesh Karthik,Y Venugopal Rao,6,4,1,1,1,1,1,1,1
Dinesh Karthik,Y Venugopal Rao,6,7,1,1,1,1,1,1,1
Dinesh Karthik,YA Abdulla,7,1,1,1,1,1,1,1,1
Dinesh Karthik,YA Abdulla,7,2,2,1,1,1,1,1,1
Dinesh Karthik,YA Abdulla,7,3,1,1,1,1,1,1,1
Dinesh Karthik,YA Abdulla,7,4,1,1,1,1,1,1,1
Dinesh Karthik,YA Abdulla,7,5,1,1,1,1,1,1,1
Dinesh Karthik,YA Abdulla,7,6,1,1,1,1,1,1,1
Dinesh Karthik,Yusuf Pathan,18,1,1,1,1,1,1,1,1
Dinesh Karthik,Yusuf Pathan,18,2,2,1,1,1,1,1,1
Dinesh Karthik,Yusuf Pathan,18,3,3,3,1,1,1,1,1
Dinesh Karthik,Yusuf Pathan,18,4,3,1,1,1,1,1,1
Dinesh Karthik,Yusuf Pathan,18,5,3,2,1,1,1,1,1
Dinesh Karthik,Yusuf Pathan,18,6,3,2,1,1,1,1,1
Dinesh Karthik,Yuvraj Singh,36,1,1,2,1,1,2,1,1
Dinesh Karthik,Yuvraj Singh,36,2,3,3,1,1,2,1,1
Dinesh Karthik,Yuvraj Singh,36,3,2,3,1,1,2,1,1
Dinesh Karthik,Yuvraj Singh,36,4,1,3,1,1,2,1,1
Dinesh Karthik,Yuvraj Singh,36,5,2,4,1,1,2,1,1
Dinesh Karthik,Yuvraj Singh,36,6,3,1,1,1,2,1,1
Dinesh Karthik,Yuzvendra Chahal,21,1,3,2,1,1,2,1,1
Dinesh Karthik,Yuzvendra Chahal,21,2,3,1,1,1,1,1,1
Dinesh Karthik,Yuzvendra Chahal,21,3,1,2,1,1,1,1,1
Dinesh Karthik,Yuzvendra Chahal,21,4,1,1,2,1,1,1,1
Dinesh Karthik,Yuzvendra Chahal,21,5,2,4,2,1,1,1,1
Dinesh Karthik,Yuzvendra Chahal,21,6,1,1,2,1,1,1,1
Dinesh Karthik,Yuzvendra Chahal,21,7,1,1,2,1,1,1,1
Dinesh Karthik,Z Khan,16,1,1,1,1,1,1,1,1
Dinesh Karthik,Z Khan,16,2,3,1,1,1,1,1,1
Dinesh Karthik,Z Khan,16,3,2,1,1,1,1,1,1
Dinesh Karthik,Z Khan,16,4,2,1,1,1,1,1,1
Dinesh Karthik,Z Khan,16,5,2,1,1,1,1,1,1
Dinesh Karthik,Z Khan,16,6,2,1,1,1,1,1,1
Dwayne Bravo,A Ashish Reddy,3,1,0,1,0,0,0,0,0
Dwayne Bravo,A Ashish Reddy,3,3,0,1,0,0,0,0,0
Dwayne Bravo,A Ashish Reddy,3,6,0,1,0,0,0,0,0
Dwayne Bravo,A Kumble,5,2,0,1,1,0,0,0,0
Dwayne Bravo,A Kumble,5,3,0,1,1,0,0,0,0
Dwayne Bravo,A Kumble,5,5,1,1,1,0,0,0,0
Dwayne Bravo,A Kumble,5,6,1,1,1,0,0,0,0
Dwayne Bravo,A Nehra,11,2,1,1,1,0,1,0,0
Dwayne Bravo,A Nehra,11,3,1,1,1,0,1,0,0
Dwayne Bravo,A Nehra,11,4,1,1,1,0,1,0,0
Dwayne Bravo,A Nehra,11,5,1,3,1,0,1,0,0
Dwayne Bravo,A Nehra,11,6,1,3,1,0,1,0,0
Dwayne Bravo,A Symonds,4,1,1,3,1,0,1,0,0
Dwayne Bravo,A Symonds,4,2,1,1,1,0,1,0,0
Dwayne Bravo,A Symonds,4,6,1,1,1,0,1,0,0
Dwayne Bravo,A Symonds,4,7,1,1,1,0,1,0,0
Dwayne Bravo,AB Agarkar,8,1,1,1,1,0,1,0,0
Dwayne Bravo,AB Agarkar,8,2,2,1,1,0,1,0,0
Dwayne Bravo,AB Agarkar,8,3,2,2,1,0,1,0,0
Dwayne Bravo,AB Agarkar,8,6,2,1,1,0,1,0,0
Dwayne Bravo,AB Agarkar,8,7,2,1,1,0,1,0,0
Dwayne Bravo,AB Dinda,20,1,2,1,1,0,1,0,0
Dwayne Bravo,AB Dinda,20,2,2,1,1,0,1,0,0
Dwayne Bravo,AB Dinda,20,3,1,2,1,0,1,0,0
Dwayne Bravo,AB Dinda,20,4,2,2,1,0,1,0,0
Dwayne Bravo,AB Dinda,20,5,3,2,1,0,1,0,0
Dwayne Bravo,AB Dinda,20,6,4,2,1,0,1,0,0
Dwayne Bravo,AB Dinda,20,7,4,2,1,0,1,0,0
Dwayne Bravo,AB Dinda,20,8,1,2,1,0,1,0,0
Dwayne Bravo,Amit Mishra,16,1,1,2,1,0,1,0,0
Dwayne Bravo,Amit Mishra,16,2,1,2,1,0,1,0,0
Dwayne Bravo,Amit Mishra,16,3,2,1,1,0,1,0,1
Dwayne Bravo,Amit Mishra,16,4,1,2,1,0,1,0,1
Dwayne Bravo,Amit Mishra,16,5,1,2,1,0,1,0,1
Dwayne Bravo,Amit Mishra,16,6,1,2,1,0,1,0,1
Dwayne Bravo,Amit Mishra,16,7,1,2,1,0,1,0,1
Dwayne Bravo,Amit Singh,4,1,1,1,1,0,1,0,1
Dwayne Bravo,Amit Singh,4,3,1,1,1,0,1,0,1
Dwayne Bravo,Amit Singh,4,4,1,1,1,0,1,0,1
Dwayne Bravo,Amit Singh,4,5,1,1,1,0,1,0,1
Dwayne Bravo,Andre Russell,11,1,1,1,1,0,1,0,1
Dwayne Bravo,Andre Russell,11,2,1,1,1,0,1,0,1
Dwayne Bravo,Andre Russell,11,3,2,1,1,0,1,0,1
Dwayne Bravo,Andre Russell,11,4,1,2,1,0,1,0,1
Dwayne Bravo,Andre Russell,11,5,1,2,1,0,1,0,1
Dwayne Bravo,Andre Russell,11,6,1,2,1,0,2,0,1
Dwayne Bravo,Ankit Sharma,4,1,1,1,1,0,2,0,1
Dwayne Bravo,Ankit Sharma,4,3,1,1,1,0,2,0,1
Dwayne Bravo,Ankit Sharma,4,4,1,1,1,0,2,0,1
Dwayne Bravo,Ankit Sharma,4,5,1,1,1,0,2,0,1
Dwayne Bravo,Axar Patel,1,7,1,1,1,0,2,0,1
Dwayne Bravo,Azhar Mahmood,13,1,1,1,1,0,2,0,1
Dwayne Bravo,Azhar Mahmood,13,2,1,1,1,0,2,0,1
Dwayne Bravo,Azhar Mahmood,13,3,1,1,1,0,2,0,1
Dwayne Bravo,Azhar Mahmood,13,4,1,1,1,0,2,0,1
Dwayne Bravo,Azhar Mahmood,13,5,1,1,1,0,2,0,1
Dwayne Bravo,Azhar Mahmood,13,6,1,2,1,0,2,0,1
Dwayne Bravo,B Lee,18,1,2,2,1,0,2,0,1
Dwayne Bravo,B Lee,18,2,2,2,1,0,2,0,1
Dwayne Bravo,B Lee,18,3,2,1,1,0,2,0,1
Dwayne Bravo,B Lee,18,4,2,1,1,0,2,0,1
Dwayne Bravo,B Lee,18,5,1,1,1,0,1,0,1
Dwayne Bravo,B Lee,18,6,2,1,1,0,1,0,1
Dwayne Bravo,B Lee,18,7,2,1,1,0,1,0,1
Dwayne Bravo,B Lee,18,8,1,1,1,0,1,0,1
Dwayne Bravo,BA Bhatt,2,3,1,1,1,0,1,0,1
Dwayne Bravo,BA Bhatt,2,4,1,1,1,0,1,0,1
Dwayne Bravo,BAW Mendis,3,2,1,1,1,0,1,0,1
Dwayne Bravo,BAW Mendis,3,3,1,1,1,0,1,0,1
Dwayne Bravo,BAW Mendis,3,5,1,1,1,0,1,0,1
Dwayne Bravo,Barinder Sran,4,1,2,1,1,0,1,0,1
Dwayne Bravo,Barinder Sran,4,3,2,1,1,0,1,0,1
Dwayne Bravo,Barinder Sran,4,5,2,1,1,0,1,0,1
Dwayne Bravo,Ben Cutting,3,4,2,1,1,0,1,0,1
Dwayne Bravo,Ben Cutting,3,5,1,1,1,0,1,0,1
Dwayne Bravo,Ben Cutting,3,6,1,1,1,0,1,0,1
Dwayne Bravo,Ben Laughlin,9,2,1,1,1,0,1,0,1
Dwayne Bravo,Ben Laughlin,9,3,1,1,1,0,1,0,1
Dwayne Bravo,Ben Laughlin,9,4,1,1,1,0,1,0,1
Dwayne Bravo,Ben Laughlin,9,5,1,1,1,0,1,0,1
Dwayne Bravo,Ben Laughlin,9,6,1,2,1,0,1,0,1
Dwayne Bravo,Ben Stokes,4,1,1,2,1,0,1,0,1
Dwayne Bravo,Ben Stokes,4,2,1,1,1,0,1,0,1
Dwayne Bravo,Ben Stokes,4,5,1,1,1,0,1,0,1
Dwayne Bravo,Ben Stokes,4,6,1,1,1,0,1,0,1
Dwayne Bravo,Bhuvneshwar Kumar,9,1,1,1,1,0,1,0,1
Dwayne Bravo,Bhuvneshwar Kumar,9,2,1,2,1,0,1,0,1
Dwayne Bravo,Bhuvneshwar Kumar,9,3,1,2,1,0,1,0,1
Dwayne Bravo,Bhuvneshwar Kumar,9,4,1,1,1,0,1,0,1
Dwayne Bravo,Bhuvneshwar Kumar,9,6,1,1,1,0,1,0,1
Dwayne Bravo,Bipul Sharma,5,1,1,1,1,0,1,0,1
Dwayne Bravo,Bipul Sharma,5,2,1,1,1,0,1,0,1
Dwayne Bravo,Bipul Sharma,5,3,1,1,1,0,1,0,1
Dwayne Bravo,Bipul Sharma,5,5,1,1,1,0,1,0,1
Dwayne Bravo,Bipul Sharma,5,6,1,1,1,0,1,0,1
Dwayne Bravo,Carlos Brathwaite,2,1,1,1,1,0,1,0,1
Dwayne Bravo,Carlos Brathwaite,2,6,1,1,1,0,1,0,1
Dwayne Bravo,Chris Anderson,3,3,1,1,1,0,1,0,1
Dwayne Bravo,Chris Anderson,3,4,1,1,1,0,1,0,1
Dwayne Bravo,Chris Anderson,3,5,1,1,1,0,1,0,1
Dwayne Bravo,Chris Gayle,2,4,1,1,1,0,1,0,1
Dwayne Bravo,Chris Gayle,2,6,1,1,1,0,1,0,1
Dwayne Bravo,Chris Morris,15,1,1,1,1,0,2,0,1
Dwayne Bravo,Chris Morris,15,2,1,2,1,0,2,0,1
Dwayne Bravo,Chris Morris,15,3,1,1,1,0,2,0,1
Dwayne Bravo,Chris Morris,15,4,1,3,1,0,2,0,1
Dwayne Bravo,Chris Morris,15,5,1,2,1,0,2,0,1
Dwayne Bravo,Chris Morris,15,6,1,2,1,0,2,0,1
Dwayne Bravo,Colin de Grandhomme,11,1,1,2,1,0,2,0,1
Dwayne Bravo,Colin de Grandhomme,11,3,2,1,1,0,2,0,1
Dwayne Bravo,Colin de Grandhomme,11,4,2,1,1,0,2,0,1
Dwayne Bravo,Colin de Grandhomme,11,5,1,2,1,0,2,0,1
Dwayne Bravo,Colin de Grandhomme,11,6,1,1,1,0,2,0,1
Dwayne Bravo,Corey Anderson,4,1,1,1,1,0,1,0,1
Dwayne Bravo,Corey Anderson,4,2,1,1,1,0,1,0,1
Dwayne Bravo,Corey Anderson,4,3,1,1,1,0,1,0,1
Dwayne Bravo,Corey Anderson,4,7,1,1,1,0,1,0,1
Dwayne Bravo,D Kalyankrishna,2,1,1,1,1,1,1,0,1
Dwayne Bravo,D Kalyankrishna,2,4,1,1,1,1,1,0,1
Dwayne Bravo,D du Preez,6,2,1,1,1,1,1,0,1
Dwayne Bravo,D du Preez,6,3,1,1,1,1,1,0,1
Dwayne Bravo,D du Preez,6,4,1,1,1,1,1,0,1
Dwayne Bravo,D du Preez,6,5,1,1,1,1,1,0,1
Dwayne Bravo,DJ Hussey,8,2,1,1,1,1,1,0,1
Dwayne Bravo,DJ Hussey,8,3,1,1,1,1,1,0,1
Dwayne Bravo,DJ Hussey,8,4,1,1,1,1,1,0,1
Dwayne Bravo,DJ Hussey,8,5,1,1,1,1,1,0,1
Dwayne Bravo,DJ Hussey,8,6,1,1,1,1,1,0,1
Dwayne Bravo,DJ Muthuswami,1,4,1,1,1,1,1,0,1
Dwayne Bravo,DL Vettori,1,1,1,1,1,1,1,0,1
Dwayne Bravo,DNT Zoysa,5,1,1,1,1,1,1,0,1
Dwayne Bravo,DNT Zoysa,5,4,1,1,1,1,1,0,1
Dwayne Bravo,DNT Zoysa,5,5,1,1,1,1,1,0,1
Dwayne Bravo,DNT Zoysa,5,6,1,2,1,1,1,0,1
Dwayne Bravo,DP Nannes,6,3,1,2,1,1,1,0,1
Dwayne Bravo,DP Nannes,6,4,1,2,1,1,1,0,1
Dwayne Bravo,DP Nannes,6,5,1,2,1,1,1,0,1
Dwayne Bravo,DP Nannes,6,6,1,2,1,1,1,0,1
Dwayne Bravo,DP Nannes,6,7,1,1,1,1,1,0,1
Dwayne Bravo,DR Smith,4,1,1,1,1,1,1,0,1
Dwayne Bravo,DR Smith,4,3,1,1,1,1,1,0,1
Dwayne Bravo,DR Smith,4,4,1,1,1,1,1,0,1
Dwayne Bravo,DR Smith,4,5,1,1,1,1,1,0,1
Dwayne Bravo,DW Steyn,7,4,1,1,1,1,1,0,1
Dwayne Bravo,DW Steyn,7,5,2,1,1,1,1,0,1
Dwayne Bravo,DW Steyn,7,6,2,1,1,1,1,0,1
Dwayne Bravo,DW Steyn,7,7,1,1,1,1,1,0,1
Dwayne Bravo,DW Steyn,7,8,1,1,1,1,1,0,1
Dwayne Bravo,Dan Christian,6,2,1,1,1,1,1,0,1
Dwayne Bravo,Dan Christian,6,3,1,1,1,1,1,0,1
Dwayne Bravo,Dan Christian,6,4,1,1,1,1,1,0,1
Dwayne Bravo,Dan Christian,6,5,1,1,1,1,1,0,1
Dwayne Bravo,Dan Christian,6,6,1,1,1,1,1,0,1
Dwayne Bravo,Deepak Hooda,7,1,1,2,1,1,1,0,1
Dwayne Bravo,Deepak Hooda,7,3,1,1,1,1,1,0,1
Dwayne Bravo,Deepak Hooda,7,4,1,1,1,1,1,0,1
Dwayne Bravo,Deepak Hooda,7,5,1,1,1,1,1,0,1
Dwayne Bravo,Deepak Hooda,7,7,1,1,1,1,1,0,1
Dwayne Bravo,Dhawal Kulkarni,5,3,1,1,1,1,1,0,1
Dwayne Bravo,Dhawal Kulkarni,5,4,1,1,1,1,1,0,1
Dwayne Bravo,Dhawal Kulkarni,5,5,1,1,1,1,1,0,1
Dwayne Bravo,Dhawal Kulkarni,5,6,1,2,1,1,1,0,1
Dwayne Bravo,FH Edwards,4,1,1,1,1,1,1,0,1
Dwayne Bravo,FH Edwards,4,2,1,1,1,1,1,0,1
Dwayne Bravo,FH Edwards,4,6,1,1,1,1,1,0,1
Dwayne Bravo,FH Edwards,4,7,1,1,1,1,1,0,1
Dwayne Bravo,GB Hogg,7,1,1,1,1,1,1,0,1
Dwayne Bravo,GB Hogg,7,2,1,2,1,1,1,0,1
Dwayne Bravo,GB Hogg,7,3,1,2,1,1,1,0,1
Dwayne Bravo,GB Hogg,7,4,1,1,1,1,1,0,1
Dwayne Bravo,GB Hogg,7,6,1,1,1,1,1,0,1
Dwayne Bravo,GS Sandhu,3,1,1,1,1,1,1,0,1
Dwayne Bravo,GS Sandhu,3,2,1,1,1,1,1,0,1
Dwayne Bravo,GS Sandhu,3,3,1,1,1,1,1,0,1
Dwayne Bravo,Harbhajan Singh,28,1,2,1,1,1,1,0,1
Dwayne Bravo,Harbhajan Singh,28,2,2,1,1,1,1,0,1
Dwayne Bravo,Harbhajan Singh,28,3,4,2,1,1,1,0,1
Dwayne Bravo,Harbhajan Singh,28,4,2,3,2,1,1,0,1
Dwayne Bravo,Harbhajan Singh,28,5,2,3,2,1,1,0,1
Dwayne Bravo,Harbhajan Singh,28,6,1,3,2,1,1,0,1
Dwayne Bravo,Harbhajan Singh,28,8,1,1,2,1,1,0,1
Dwayne Bravo,Hardik Pandya,3,1,1,1,2,1,1,0,1
Dwayne Bravo,Hardik Pandya,3,7,1,1,2,1,1,0,1
